Reporting Area,MMWR Year,MMWR Week,"Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Current week, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Previous 52 weeks Max†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2019†, flag","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2018†","Carbapenemase-producing Carbapenem-resistant enterobacteriaceae§, Cum 2018†, flag","Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Max†","Chlamydia trachomatis infection, Previous 52 weeks Max†, flag","Chlamydia trachomatis infection, Cum 2019†","Chlamydia trachomatis infection, Cum 2019†, flag","Chlamydia trachomatis infection, Cum 2018†","Chlamydia trachomatis infection, Cum 2018†, flag","Chancroid, Current week","Chancroid, Current week, flag","Chancroid, Previous 52 weeks Max†","Chancroid, Previous 52 weeks Max†, flag","Chancroid, Cum 2019†","Chancroid, Cum 2019†, flag","Chancroid, Cum 2018†","Chancroid, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
MOUNTAIN,2019,2,,NP,,NC,,NP,,NN,1220,,2868,,2430,,4208,,,-,1,,,-,,-,,MOUNTAIN,20190248
ARIZONA,2019,2,,NP,,NC,,NP,,NN,465,,911,,959,,1568,,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190249
COLORADO,2019,2,,NP,,NC,,NP,,NN,501,,952,,884,,885,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20190250
IDAHO,2019,2,,NP,,NC,,NP,,NN,,-,198,,,-,204,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190251
MONTANA,2019,2,,NP,,NC,,NP,,NN,63,,142,,119,,142,,,-,1,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190252
NEVADA,2019,2,,NP,,NC,,NP,,NN,2,,439,,5,,494,,,-,1,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190253
NEW MEXICO,2019,2,,NP,,NC,,NP,,NN,25,,318,,134,,474,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20190254
UTAH,2019,2,,NP,,NC,,NP,,NN,164,,248,,329,,366,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20190255
WYOMING,2019,2,,NP,,NC,,NP,,NN,,-,72,,,-,75,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190256
PACIFIC,2019,2,,NP,,NC,,NP,,NN,1448,,6562,,5128,,10630,,,-,1,,,-,,-,,PACIFIC,20190257
ALASKA,2019,2,,NP,,NC,,NP,,NN,,-,168,,,-,264,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20190258
CALIFORNIA,2019,2,,NP,,NC,,NP,,NN,385,,4943,,3281,,8476,,,-,1,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20190259
HAWAII,2019,2,,NP,,NC,,NP,,NN,,-,335,,,-,539,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20190260
OREGON,2019,2,,NP,,NC,,NP,,NN,409,,443,,665,,701,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190261
WASHINGTON,2019,2,,NP,,NC,,NP,,NN,654,,885,,1182,,650,,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20190262
US TERRITORIES,2019,2,,NP,,NC,,NP,,NN,,-,249,,,-,48,,,-,0,,,-,,-,,US TERRITORIES,20190263
AMERICAN SAMOA,2019,2,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20190264
NORTHERN MARIANA ISLANDS,2019,2,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190265
GUAM,2019,2,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190266
PUERTO RICO,2019,2,,NP,,NC,,NP,,NN,,-,243,,,-,39,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190267
U.S. VIRGIN ISLANDS,2019,2,,NP,,NC,,NP,,NN,,-,18,,,-,9,,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190268
NON-US RESIDENTS,2019,2,,NP,,NC,,NP,,NN,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190269
TOTAL,2019,2,,NP,,NC,,NP,,NN,10452,,37263,,21695,,58191,,,-,1,,,-,,-,,TOTAL,20190270
US RESIDENTS,2019,3,,NP,,NC,,NP,,NN,11217,,36682,,43159,,87645,,,-,1,,,-,,-,,US RESIDENTS,20190301
NEW ENGLAND,2019,3,,NP,,NC,,NP,,NN,102,,1021,,342,,2091,,,-,0,,,-,,-,,NEW ENGLAND,20190302
CONNECTICUT,2019,3,,NP,,NC,,NP,,NN,,U,,NC,,U,,U,,U,,NC,,U,,U,"CONNECTICUT
(41.575155, -72.738288)",,20190303
MAINE,2019,3,,NP,,NC,,NP,,NN,65,,141,,179,,218,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20190304
MASSACHUSETTS,2019,3,,NP,,NC,,NP,,NN,,-,688,,,-,1622,,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20190305
NEW HAMPSHIRE,2019,3,,NP,,NC,,NP,,NN,37,,116,,162,,214,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190306
NEW ENGLAND,2019,10,,NP,,NC,,NP,,NN,73,,1055,,4446,,8165,,,-,0,,,-,,-,,NEW ENGLAND,20191002
RHODE ISLAND,2019,3,,NP,,NC,,NP,,NN,,-,211,,1,,14,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190307
VERMONT,2019,3,,NP,,NC,,NP,,NN,,-,29,,,-,23,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190308
MIDDLE ATLANTIC,2019,3,,NP,,NC,,NP,,NN,3097,,5064,,8523,,11409,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20190309
NEW JERSEY,2019,3,,NP,,NC,,NP,,NN,223,,824,,1424,,1970,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20190310
NEW YORK,2019,3,,NP,,NC,,NP,,NN,955,,1519,,1880,,1903,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190311
NEW YORK CITY,2019,3,,NP,,NC,,NP,,NN,1011,,1590,,2463,,3847,,,-,0,,,-,,-,,NEW YORK CITY,20190312
PENNSYLVANIA,2019,3,,NP,,NC,,NP,,NN,908,,1696,,2756,,3689,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20190313
EAST NORTH CENTRAL,2019,3,,NP,,NC,,NP,,NN,1553,,5429,,6736,,13521,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20190314
ILLINOIS,2019,3,,NP,,NC,,NP,,NN,94,,1628,,1013,,4051,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190315
INDIANA,2019,3,,NP,,NC,,NP,,NN,,-,950,,,-,1746,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190316
MICHIGAN,2019,3,,NP,,NC,,NP,,NN,430,,1224,,1574,,2813,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20190317
OHIO,2019,3,,NP,,NC,,NP,,NN,651,,1355,,2840,,3437,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20190318
WISCONSIN,2019,3,,NP,,NC,,NP,,NN,378,,651,,1309,,1474,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20190319
WEST NORTH CENTRAL,2019,3,,NP,,NC,,NP,,NN,574,,2274,,2605,,5590,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20190320
IOWA,2019,3,,NP,,NC,,NP,,NN,86,,333,,562,,740,,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20190321
KANSAS,2019,3,,NP,,NC,,NP,,NN,166,,344,,689,,736,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20190322
MINNESOTA,2019,3,,NP,,NC,,NP,,NN,,-,543,,,-,1392,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190323
MISSOURI,2019,3,,NP,,NC,,NP,,NN,322,,846,,1136,,1835,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20190324
NEBRASKA,2019,3,,NP,,NC,,NP,,NN,,-,254,,,-,457,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20190325
NORTH DAKOTA,2019,3,,NP,,NC,,NP,,NN,,-,84,,105,,182,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190326
SOUTH DAKOTA,2019,3,,NP,,NC,,NP,,NN,,-,106,,113,,248,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190327
SOUTH ATLANTIC,2019,3,,NP,,NC,,NP,,NN,2346,,7637,,6524,,16535,,,-,1,,,-,,-,,SOUTH ATLANTIC,20190328
DELAWARE,2019,3,,NP,,NC,,NP,,NN,,-,303,,,-,181,,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190329
DISTRICT OF COLUMBIA,2019,3,,NP,,NC,,NP,,NN,,-,266,,,-,478,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190330
FLORIDA,2019,3,,NP,,NC,,NP,,NN,1372,,2277,,3460,,4246,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20190331
GEORGIA,2019,3,,NP,,NC,,NP,,NN,,-,1468,,,-,2750,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20190332
MARYLAND,2019,3,,NP,,NC,,NP,,NN,,-,785,,281,,2096,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190333
NORTH CAROLINA,2019,3,,NP,,NC,,NP,,NN,,-,1410,,58,,3211,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20190334
SOUTH CAROLINA,2019,3,,NP,,NC,,NP,,NN,,-,1082,,,-,1517,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190335
VIRGINIA,2019,3,,NP,,NC,,NP,,NN,974,,1425,,2725,,1898,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20190336
WEST VIRGINIA,2019,3,,NP,,NC,,NP,,NN,,-,114,,,-,158,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20190337
EAST SOUTH CENTRAL,2019,3,,NP,,NC,,NP,,NN,378,,2439,,1577,,4595,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20190338
ALABAMA,2019,3,,NP,,NC,,NP,,NN,,-,860,,,-,1302,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20190339
KENTUCKY,2019,3,,NP,,NC,,NP,,NN,,-,578,,,-,455,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190340
MISSISSIPPI,2019,3,,NP,,NC,,NP,,NN,136,,503,,911,,1100,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20190341
TENNESSEE,2019,3,,NP,,NC,,NP,,NN,242,,910,,666,,1738,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190342
WEST SOUTH CENTRAL,2019,3,,NP,,NC,,NP,,NN,587,,4823,,2037,,11395,,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20190343
ARKANSAS,2019,3,,NP,,NC,,NP,,NN,,-,393,,12,,998,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190344
LOUISIANA,2019,3,,NP,,NC,,NP,,NN,522,,832,,1585,,1686,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190345
OKLAHOMA,2019,3,,NP,,NC,,NP,,NN,65,,420,,440,,972,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20190346
TEXAS,2019,3,,NP,,NC,,NP,,NN,,-,3289,,,-,7739,,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20190347
MOUNTAIN,2019,3,,NP,,NC,,NP,,NN,1082,,2868,,3985,,6421,,,-,1,,,-,,-,,MOUNTAIN,20190348
ARIZONA,2019,3,,NP,,NC,,NP,,NN,454,,911,,1739,,2359,,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190349
COLORADO,2019,3,,NP,,NC,,NP,,NN,611,,952,,1502,,1326,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20190350
IDAHO,2019,3,,NP,,NC,,NP,,NN,,-,198,,,-,344,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190351
MONTANA,2019,3,,NP,,NC,,NP,,NN,,-,142,,119,,244,,,-,1,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190352
NEVADA,2019,3,,NP,,NC,,NP,,NN,,-,439,,5,,741,,,-,1,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190353
NEW MEXICO,2019,3,,NP,,NC,,NP,,NN,17,,319,,291,,743,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20190354
UTAH,2019,3,,NP,,NC,,NP,,NN,,-,248,,329,,554,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20190355
WYOMING,2019,3,,NP,,NC,,NP,,NN,,-,72,,,-,110,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190356
PACIFIC,2019,3,,NP,,NC,,NP,,NN,1498,,6562,,10830,,16088,,,-,1,,,-,,-,,PACIFIC,20190357
ALASKA,2019,3,,NP,,NC,,NP,,NN,,-,168,,,-,395,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20190358
CALIFORNIA,2019,3,,NP,,NC,,NP,,NN,474,,4943,,7959,,12843,,,-,1,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20190359
HAWAII,2019,3,,NP,,NC,,NP,,NN,,-,335,,,-,805,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20190360
OREGON,2019,3,,NP,,NC,,NP,,NN,487,,443,,1152,,1068,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190361
WASHINGTON,2019,3,,NP,,NC,,NP,,NN,537,,885,,1719,,977,,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20190362
US TERRITORIES,2019,3,,NP,,NC,,NP,,NN,,-,249,,,-,58,,,-,0,,,-,,-,,US TERRITORIES,20190363
AMERICAN SAMOA,2019,3,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20190364
NORTHERN MARIANA ISLANDS,2019,3,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190365
GUAM,2019,3,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190366
PUERTO RICO,2019,3,,NP,,NC,,NP,,NN,,-,243,,,-,41,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190367
U.S. VIRGIN ISLANDS,2019,3,,NP,,NC,,NP,,NN,,-,18,,,-,17,,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190368
NON-US RESIDENTS,2019,3,,NP,,NC,,NP,,NN,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190369
TOTAL,2019,3,,NP,,NC,,NP,,NN,11217,,36787,,43159,,87703,,,-,1,,,-,,-,,TOTAL,20190370
US RESIDENTS,2019,4,,NP,,NC,,NP,,NN,9511,,36602,,66267,,124085,,,-,1,,,-,,-,,US RESIDENTS,20190401
NEW ENGLAND,2019,4,,NP,,NC,,NP,,NN,504,,1038,,2745,,2954,,,-,0,,,-,,-,,NEW ENGLAND,20190402
CONNECTICUT,2019,4,,NP,,NC,,NP,,NN,,U,,NC,,U,,U,,U,,NC,,U,,U,"CONNECTICUT
(41.575155, -72.738288)",,20190403
MAINE,2019,4,,NP,,NC,,NP,,NN,64,,141,,268,,308,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20190404
MASSACHUSETTS,2019,4,,NP,,NC,,NP,,NN,366,,693,,2233,,2297,,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20190405
NEW HAMPSHIRE,2019,4,,NP,,NC,,NP,,NN,72,,116,,235,,299,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20190406
RHODE ISLAND,2019,4,,NP,,NC,,NP,,NN,2,,295,,9,,18,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20190407
VERMONT,2019,4,,NP,,NC,,NP,,NN,,-,29,,,-,32,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20190408
MIDDLE ATLANTIC,2019,4,,NP,,NC,,NP,,NN,2748,,5064,,12384,,16278,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20190409
NEW JERSEY,2019,4,,NP,,NC,,NP,,NN,186,,824,,1950,,2740,,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20190410
NEW YORK,2019,4,,NP,,NC,,NP,,NN,857,,1620,,2736,,2812,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20190411
NEW YORK CITY,2019,4,,NP,,NC,,NP,,NN,733,,1590,,3626,,5340,,,-,0,,,-,,-,,NEW YORK CITY,20190412
PENNSYLVANIA,2019,4,,NP,,NC,,NP,,NN,972,,1697,,4072,,5386,,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20190413
EAST NORTH CENTRAL,2019,4,,NP,,NC,,NP,,NN,1416,,5434,,10116,,18934,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20190414
ILLINOIS,2019,4,,NP,,NC,,NP,,NN,64,,1628,,1691,,5680,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20190415
INDIANA,2019,4,,NP,,NC,,NP,,NN,,-,950,,,-,2441,,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20190416
MICHIGAN,2019,4,,NP,,NC,,NP,,NN,472,,1224,,2521,,3978,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20190417
OHIO,2019,4,,NP,,NC,,NP,,NN,516,,1355,,3995,,4728,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20190418
WISCONSIN,2019,4,,NP,,NC,,NP,,NN,364,,651,,1909,,2107,,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20190419
WEST NORTH CENTRAL,2019,4,,NP,,NC,,NP,,NN,481,,2274,,3556,,7700,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20190420
IOWA,2019,4,,NP,,NC,,NP,,NN,,-,333,,562,,1048,,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20190421
KANSAS,2019,4,,NP,,NC,,NP,,NN,118,,344,,933,,1025,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20190422
MINNESOTA,2019,4,,NP,,NC,,NP,,NN,,-,543,,,-,1835,,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20190423
MISSOURI,2019,4,,NP,,NC,,NP,,NN,362,,846,,1841,,2568,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20190424
NEBRASKA,2019,4,,NP,,NC,,NP,,NN,,-,254,,,-,631,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20190425
NORTH DAKOTA,2019,4,,NP,,NC,,NP,,NN,1,,84,,107,,266,,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20190426
SOUTH DAKOTA,2019,4,,NP,,NC,,NP,,NN,,-,106,,113,,327,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20190427
SOUTH ATLANTIC,2019,4,,NP,,NC,,NP,,NN,2216,,7649,,11029,,24174,,,-,1,,,-,,-,,SOUTH ATLANTIC,20190428
DELAWARE,2019,4,,NP,,NC,,NP,,NN,,-,302,,,-,300,,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20190429
DISTRICT OF COLUMBIA,2019,4,,NP,,NC,,NP,,NN,,-,266,,,-,744,,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20190430
FLORIDA,2019,4,,NP,,NC,,NP,,NN,1243,,2277,,5285,,6325,,,-,0,,,-,,-,"FLORIDA
(28.260731, -82.420978)",,20190431
GEORGIA,2019,4,,NP,,NC,,NP,,NN,,-,1468,,,-,4220,,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20190432
MARYLAND,2019,4,,NP,,NC,,NP,,NN,29,,783,,1208,,2883,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20190433
NORTH CAROLINA,2019,4,,NP,,NC,,NP,,NN,,-,1411,,867,,4603,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20190434
SOUTH CAROLINA,2019,4,,NP,,NC,,NP,,NN,,-,1082,,,-,2241,,,-,1,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20190435
VIRGINIA,2019,4,,NP,,NC,,NP,,NN,944,,1425,,3669,,2624,,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20190436
WEST VIRGINIA,2019,4,,NP,,NC,,NP,,NN,,-,114,,,-,234,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20190437
EAST SOUTH CENTRAL,2019,4,,NP,,NC,,NP,,NN,14,,2439,,1694,,6458,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20190438
ALABAMA,2019,4,,NP,,NC,,NP,,NN,,-,860,,,-,1868,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20190439
KENTUCKY,2019,4,,NP,,NC,,NP,,NN,,-,578,,,-,619,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20190440
MISSISSIPPI,2019,4,,NP,,NC,,NP,,NN,14,,503,,1028,,1578,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20190441
TENNESSEE,2019,4,,NP,,NC,,NP,,NN,,-,910,,666,,2393,,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20190442
WEST SOUTH CENTRAL,2019,4,,NP,,NC,,NP,,NN,178,,4823,,2501,,16218,,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20190443
ARKANSAS,2019,4,,NP,,NC,,NP,,NN,,-,393,,31,,1347,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190444
LOUISIANA,2019,4,,NP,,NC,,NP,,NN,132,,832,,1818,,2518,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190445
OKLAHOMA,2019,4,,NP,,NC,,NP,,NN,46,,420,,652,,1354,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20190446
TEXAS,2019,4,,NP,,NC,,NP,,NN,,-,3289,,,-,10999,,,-,1,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20190447
MOUNTAIN,2019,4,,NP,,NC,,NP,,NN,754,,2797,,6212,,8720,,,-,1,,,-,,-,,MOUNTAIN,20190448
ARIZONA,2019,4,,NP,,NC,,NP,,NN,386,,911,,2586,,3232,,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20190449
COLORADO,2019,4,,NP,,NC,,NP,,NN,,-,952,,1502,,1914,,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20190450
IDAHO,2019,4,,NP,,NC,,NP,,NN,132,,198,,496,,448,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20190451
MONTANA,2019,4,,NP,,NC,,NP,,NN,58,,142,,294,,348,,,-,1,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20190452
NEVADA,2019,4,,NP,,NC,,NP,,NN,,-,343,,55,,816,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20190453
NEW MEXICO,2019,4,,NP,,NC,,NP,,NN,17,,319,,438,,1036,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20190454
UTAH,2019,4,,NP,,NC,,NP,,NN,125,,247,,714,,771,,,-,0,,,-,,-,"UTAH
(39.323779, -111.678222)",,20190455
WYOMING,2019,4,,NP,,NC,,NP,,NN,36,,72,,127,,155,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20190456
PACIFIC,2019,4,,NP,,NC,,NP,,NN,1200,,6563,,16030,,22649,,,-,1,,,-,,-,,PACIFIC,20190457
ALASKA,2019,4,,NP,,NC,,NP,,NN,,-,141,,,-,522,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20190458
CALIFORNIA,2019,4,,NP,,NC,,NP,,NN,347,,4944,,12501,,17784,,,-,1,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20190459
HAWAII,2019,4,,NP,,NC,,NP,,NN,,-,335,,,-,1098,,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20190460
OREGON,2019,4,,NP,,NC,,NP,,NN,346,,486,,1303,,1511,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20190461
WASHINGTON,2019,4,,NP,,NC,,NP,,NN,507,,885,,2226,,1734,,,-,1,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20190462
US TERRITORIES,2019,4,,NP,,NC,,NP,,NN,61,,249,,348,,163,,,-,0,,,-,,-,,US TERRITORIES,20190463
AMERICAN SAMOA,2019,4,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20190464
NORTHERN MARIANA ISLANDS,2019,4,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20190465
GUAM,2019,4,,NP,,NC,,NP,,NN,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20190466
PUERTO RICO,2019,4,,NP,,NC,,NP,,NN,61,,243,,348,,137,,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20190467
U.S. VIRGIN ISLANDS,2019,4,,NP,,NC,,NP,,NN,,-,18,,,-,26,,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20190468
NON-US RESIDENTS,2019,4,,NP,,NC,,NP,,NN,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20190469
WEST SOUTH CENTRAL,2019,5,,NP,,NC,,NP,,NN,168,,4714,,3384,,20846,,,-,1,,,-,,-,,WEST SOUTH CENTRAL,20190543
ARKANSAS,2019,5,,NP,,NC,,NP,,NN,,-,393,,88,,1640,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20190544
LOUISIANA,2019,5,,NP,,NC,,NP,,NN,107,,805,,2418,,3323,,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20190545
