PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,New York,2021,22,X,1.11651,X,X,X,X,X,X,547,120,48992
States,Colorado,2021,23,X,1.00428,X,X,X,X,X,X,404,78,40228
States,New York,2021,23,X,1.11971,X,X,X,X,X,X,596,120,53228
States,Colorado,2021,24,X,1.00361,X,X,X,X,X,X,403,79,40155
States,New York,2021,24,X,1.28165,X,X,X,X,X,X,653,120,50950
States,Colorado,2021,25,X,1.08229,X,X,X,X,X,X,421,78,38899
States,New York,2021,25,X,1.26047,X,X,X,X,X,X,635,120,50378
States,Colorado,2021,26,X,1.15853,X,X,X,X,X,X,443,78,38238
States,New York,2021,26,X,1.26321,X,X,X,X,X,X,656,119,51931
States,Colorado,2021,27,X,0.974223,X,X,X,X,X,X,370,78,37979
States,New York,2021,27,X,1.13866,X,X,X,X,X,X,591,119,51903
States,Colorado,2021,28,X,1.11829,X,X,X,X,X,X,452,79,40419
States,New York,2021,28,X,1.15302,X,X,X,X,X,X,638,119,55333
States,Colorado,2021,29,X,1.18326,X,X,X,X,X,X,488,78,41242
States,New York,2021,29,X,1.38025,X,X,X,X,X,X,732,119,53034
States,Colorado,2021,30,X,1.18572,X,X,X,X,X,X,490,78,41325
States,New York,2021,30,X,1.38601,X,X,X,X,X,X,743,117,53607
States,Colorado,2021,31,X,1.01027,X,X,X,X,X,X,421,78,41672
States,New York,2021,31,X,1.57921,X,X,X,X,X,X,855,119,54141
States,Colorado,2021,32,X,1.20209,X,X,X,X,X,X,509,78,42343
States,New York,2021,32,X,1.5096,X,X,X,X,X,X,849,119,56240
States,Colorado,2021,33,X,1.43548,X,X,X,X,X,X,635,78,44236
States,New York,2021,33,X,1.5524,X,X,X,X,X,X,836,116,53852
States,Colorado,2021,34,X,1.91202,X,X,X,X,X,X,858,79,44874
States,New York,2021,34,X,1.49765,X,X,X,X,X,X,839,119,56021
States,Colorado,2021,35,X,2.23108,X,X,X,X,X,X,991,78,44418
States,New York,2021,35,X,1.4689,X,X,X,X,X,X,817,118,55620
States,Colorado,2021,36,X,2.20324,X,X,X,X,X,X,872,78,39578
States,New York,2021,36,X,1.58527,X,X,X,X,X,X,843,119,53177
States,Colorado,2021,37,X,2.02255,X,X,X,X,X,X,870,78,43015
States,New York,2021,37,X,1.79243,X,X,X,X,X,X,1054,120,58803
States,Colorado,2021,38,X,1.88778,X,X,X,X,X,X,794,78,42060
States,New York,2021,38,X,1.97953,X,X,X,X,X,X,1137,119,57438
States,Colorado,2021,39,X,1.99639,X,X,X,X,X,X,851,78,42627
States,New York,2021,39,X,2.23827,X,X,X,X,X,X,1212,117,54149
States,Colorado,2021,40,X,2.2612,X,X,X,X,X,X,1012,82,44755
States,New York,2021,40,X,2.2859,X,X,X,X,X,X,1349,123,59014
States,Colorado,2021,41,X,2.3174,X,X,X,X,X,X,1021,82,44058
States,New York,2021,41,X,2.11982,X,X,X,X,X,X,1197,124,56467
States,Colorado,2021,42,X,2.19001,X,X,X,X,X,X,917,82,41872
States,New York,2021,42,X,1.94862,X,X,X,X,X,X,1065,123,54654
States,Colorado,2021,43,X,2.22154,X,X,X,X,X,X,945,82,42538
States,New York,2021,43,X,1.94925,X,X,X,X,X,X,1021,124,52379
States,Colorado,2021,44,X,2.4819,X,X,X,X,X,X,1056,82,42548
States,New York,2021,44,X,2.37059,X,X,X,X,X,X,866,123,36531
States,Colorado,2021,45,X,2.56926,X,X,X,X,X,X,1112,82,43281
States,New York,2021,45,X,2.24516,X,X,X,X,X,X,1294,126,57635
States,Colorado,2021,46,X,2.62739,X,X,X,X,X,X,1123,83,42742
States,New York,2021,46,X,2.3807,X,X,X,X,X,X,1371,125,57588
States,Colorado,2021,47,X,2.45693,X,X,X,X,X,X,887,82,36102
States,New York,2021,47,X,2.36538,X,X,X,X,X,X,1244,126,52592
States,Colorado,2021,48,X,2.58523,X,X,X,X,X,X,1120,82,43323
States,New York,2021,48,X,2.88108,X,X,X,X,X,X,1592,126,55257
States,Colorado,2021,49,X,2.7036,X,X,X,X,X,X,1134,82,41944
States,New York,2021,49,X,3.10424,X,X,X,X,X,X,1860,126,59918
States,Colorado,2021,50,X,2.97717,X,X,X,X,X,X,1226,82,41180
States,New York,2021,50,X,3.43446,X,X,X,X,X,X,2083,125,60650
States,Colorado,2021,51,X,3.27527,X,X,X,X,X,X,1224,82,37371
States,New York,2021,51,X,3.88869,X,X,X,X,X,X,2215,124,56960
States,Colorado,2021,52,X,4.09512,X,X,X,X,X,X,1636,82,39950
States,New York,2021,52,X,4.46933,X,X,X,X,X,X,2698,125,60367
States,Colorado,2022,1,X,3.30207,X,X,X,X,X,X,1535,82,46486
States,New York,2022,1,X,3.40629,X,X,X,X,X,X,1880,122,55192
States,Colorado,2022,2,X,2.47374,X,X,X,X,X,X,1088,82,43982
States,New York,2022,2,X,2.50629,X,X,X,X,X,X,1165,122,46483
States,Colorado,2022,3,X,2.02533,X,X,X,X,X,X,862,82,42561
States,New York,2022,3,X,1.85408,X,X,X,X,X,X,847,122,45683
States,Colorado,2022,4,X,1.53293,X,X,X,X,X,X,622,82,40576
States,New York,2022,4,X,1.46417,X,X,X,X,X,X,621,124,42413
States,Colorado,2022,5,X,1.32377,X,X,X,X,X,X,500,82,37771
States,New York,2022,5,X,1.21541,X,X,X,X,X,X,477,119,39246
States,Colorado,2022,6,X,1.12951,X,X,X,X,X,X,459,82,40637
States,New York,2022,6,X,1.20981,X,X,X,X,X,X,561,125,46371
States,Colorado,2022,7,X,1.32537,X,X,X,X,X,X,539,83,40668
States,New York,2022,7,X,1.21738,X,X,X,X,X,X,564,124,46329
States,Colorado,2022,8,X,1.47695,X,X,X,X,X,X,580,82,39270
States,New York,2022,8,X,1.34508,X,X,X,X,X,X,432,123,32117
States,Colorado,2022,9,X,1.8541,X,X,X,X,X,X,811,82,43741
States,New York,2022,9,X,1.05259,X,X,X,X,X,X,499,124,47407
States,Colorado,2022,10,X,2.25792,X,X,X,X,X,X,929,82,41144
States,New York,2022,10,X,1.50462,X,X,X,X,X,X,725,124,48185
States,Colorado,2022,11,X,2.61647,X,X,X,X,X,X,1126,82,43035
States,New York,2022,11,X,1.83059,X,X,X,X,X,X,901,123,49219
States,Colorado,2022,12,X,2.8639,X,X,X,X,X,X,1199,82,41866
States,New York,2022,12,X,2.12105,X,X,X,X,X,X,1065,124,50211
States,Colorado,2022,13,X,2.79925,X,X,X,X,X,X,1231,82,43976
States,New York,2022,13,X,2.70543,X,X,X,X,X,X,1339,124,49493
States,Colorado,2022,14,X,3.14779,X,X,X,X,X,X,1394,82,44285
States,New York,2022,14,X,3.45247,X,X,X,X,X,X,1731,123,50138
States,Colorado,2022,15,X,3.37445,X,X,X,X,X,X,1510,82,44748
States,New York,2022,15,X,2.97229,X,X,X,X,X,X,1548,121,52081
States,Colorado,2022,16,X,4.19391,X,X,X,X,X,X,1905,82,45423
States,New York,2022,16,X,2.68122,X,X,X,X,X,X,1329,121,49567
States,Colorado,2022,17,X,4.03332,X,X,X,X,X,X,1835,82,45496
States,New York,2022,17,X,2.7295,X,X,X,X,X,X,1418,119,51951
States,Colorado,2022,18,X,4.30686,X,X,X,X,X,X,1952,82,45323
States,New York,2022,18,X,3.30129,X,X,X,X,X,X,1765,122,53464
States,Colorado,2022,19,X,3.95665,X,X,X,X,X,X,1822,82,46049
States,New York,2022,19,X,3.32802,X,X,X,X,X,X,1940,122,58293
States,Colorado,2022,20,X,3.59555,X,X,X,X,X,X,1608,82,44722
States,New York,2022,20,X,2.84144,X,X,X,X,X,X,1530,121,53846
States,Colorado,2022,21,X,3.17442,X,X,X,X,X,X,1383,82,43567
States,New York,2022,21,X,2.54923,X,X,X,X,X,X,1283,122,50329
States,Colorado,2022,22,X,2.87682,X,X,X,X,X,X,1128,82,39210
States,New York,2022,22,X,2.16659,X,X,X,X,X,X,1093,121,50448
States,Colorado,2022,23,X,2.08006,X,X,X,X,X,X,899,82,43220
States,New York,2022,23,X,2.09582,X,X,X,X,X,X,1210,118,57734
States,Colorado,2022,24,X,1.65111,X,X,X,X,X,X,718,82,43486
States,New York,2022,24,X,1.98084,X,X,X,X,X,X,978,116,49373
States,Colorado,2022,25,X,1.36147,X,X,X,X,X,X,591,82,43409
States,New York,2022,25,X,1.89253,X,X,X,X,X,X,984,117,51994
States,Colorado,2022,26,X,1.31199,X,X,X,X,X,X,563,82,42912
States,New York,2022,26,X,1.7523,X,X,X,X,X,X,870,116,49649
States,Colorado,2022,27,X,1.13636,X,X,X,X,X,X,464,82,40832
States,New York,2022,27,X,1.67672,X,X,X,X,X,X,937,116,55883
States,Colorado,2022,28,X,1.02137,X,X,X,X,X,X,456,82,44646
States,New York,2022,28,X,1.50115,X,X,X,X,X,X,780,116,51960
States,Colorado,2022,29,X,0.954643,X,X,X,X,X,X,426,82,44624
States,New York,2022,29,X,1.48426,X,X,X,X,X,X,747,115,50328
States,Colorado,2022,30,X,0.903676,X,X,X,X,X,X,399,82,44153
States,New York,2022,30,X,1.4774,X,X,X,X,X,X,750,116,50765
States,Colorado,2022,31,X,0.971451,X,X,X,X,X,X,425,82,43749
States,New York,2022,31,X,1.4802,X,X,X,X,X,X,811,116,54790
States,Colorado,2022,32,X,0.909476,X,X,X,X,X,X,408,82,44861
States,New York,2022,32,X,1.59385,X,X,X,X,X,X,827,116,51887
States,Colorado,2022,33,X,0.996685,X,X,X,X,X,X,439,82,44046
States,New York,2022,33,X,1.25233,X,X,X,X,X,X,637,116,50865
States,Colorado,2022,34,X,1.77254,X,X,X,X,X,X,831,82,46882
States,New York,2022,34,X,1.46255,X,X,X,X,X,X,562,117,38426
States,Colorado,2022,35,X,2.08967,X,X,X,X,X,X,990,82,47376
States,New York,2022,35,X,1.0171,X,X,X,X,X,X,505,118,49651
States,Colorado,2022,36,X,1.74047,X,X,X,X,X,X,737,82,42345
States,New York,2022,36,X,1.21673,X,X,X,X,X,X,623,118,51203
States,Colorado,2022,37,X,1.885,X,X,X,X,X,X,851,82,45146
States,New York,2022,37,X,1.71699,X,X,X,X,X,X,982,117,57193
States,Colorado,2022,38,X,1.89645,X,X,X,X,X,X,852,82,44926
States,New York,2022,38,X,1.87767,X,X,X,X,X,X,1091,117,58104
States,Colorado,2022,39,X,2.25358,X,X,X,X,X,X,995,82,44152
States,New York,2022,39,X,1.82684,X,X,X,X,X,X,1005,118,55013
States,Colorado,2022,40,X,2.00319,X,X,X,X,X,X,665,64,33197
States,New York,2022,40,X,2.35321,X,X,X,X,X,X,933,122,39648
States,Colorado,2022,41,X,2.33604,X,X,X,X,X,X,675,64,28895
States,New York,2022,41,X,4.36652,X,X,X,X,X,X,518,121,11863
States,Colorado,2022,42,X,3.00054,X,X,X,X,X,X,1512,98,50391
States,New York,2022,42,X,2.62504,X,X,X,X,X,X,1098,124,41828
States,Colorado,2022,43,X,3.81954,X,X,X,X,X,X,1982,98,51891
States,New York,2022,43,X,2.75031,X,X,X,X,X,X,1936,124,70392
States,Colorado,2022,44,X,4.93605,X,X,X,X,X,X,2628,98,53241
States,New York,2022,44,X,3.88556,X,X,X,X,X,X,2499,124,64315
States,Colorado,2022,45,X,6.39022,X,X,X,X,X,X,3532,98,55272
States,New York,2022,45,X,4.21725,X,X,X,X,X,X,2765,124,65564
States,Colorado,2022,46,X,8.42227,X,X,X,X,X,X,4577,98,54344
States,New York,2022,46,X,4.53211,X,X,X,X,X,X,2778,123,61296
States,Colorado,2022,47,X,9.47875,X,X,X,X,X,X,4648,98,49036
States,New York,2022,47,X,5.84341,X,X,X,X,X,X,3513,124,60119
States,Colorado,2022,48,X,9.25633,X,X,X,X,X,X,5209,98,56275
States,New York,2022,48,X,6.83606,X,X,X,X,X,X,4606,124,67378
States,Colorado,2022,49,X,8.97819,X,X,X,X,X,X,4808,98,53552
States,New York,2022,49,X,8.18203,X,X,X,X,X,X,4894,124,59814
States,Colorado,2022,50,X,9.44431,X,X,X,X,X,X,4961,98,52529
States,New York,2022,50,X,5.15234,X,X,X,X,X,X,2540,123,49298
States,Colorado,2022,51,X,8.89574,X,X,X,X,X,X,4152,98,46674
States,New York,2022,51,X,6.92419,X,X,X,X,X,X,3956,120,57133
States,Colorado,2022,52,X,7.10632,X,X,X,X,X,X,3112,98,43792
States,New York,2022,52,X,5.40239,X,X,X,X,X,X,3151,123,58326
States,Colorado,2023,1,X,4.64253,X,X,X,X,X,X,2176,98,46871
States,New York,2023,1,X,3.50057,X,X,X,X,X,X,2075,123,59276
States,Colorado,2023,2,X,3.14896,X,X,X,X,X,X,1569,98,49826
States,New York,2023,2,X,2.63004,X,X,X,X,X,X,1438,123,54676
States,Colorado,2023,3,X,2.85617,X,X,X,X,X,X,1253,98,43870
States,New York,2023,3,X,2.38797,X,X,X,X,X,X,1256,123,52597
States,Colorado,2023,4,X,3.12975,X,X,X,X,X,X,1092,98,34891
States,New York,2023,4,X,2.34254,X,X,X,X,X,X,1282,123,54727
States,Colorado,2023,5,X,3.30984,X,X,X,X,X,X,1611,98,48673
States,New York,2023,5,X,2.47437,X,X,X,X,X,X,1318,121,53266
States,Colorado,2023,6,X,3.33002,X,X,X,X,X,X,1676,98,50330
States,New York,2023,6,X,2.34875,X,X,X,X,X,X,1233,122,52496
States,Colorado,2023,7,X,3.27538,X,X,X,X,X,X,1590,98,48544
States,New York,2023,7,X,2.43275,X,X,X,X,X,X,1371,120,56356
States,Colorado,2023,8,X,3.08658,X,X,X,X,X,X,1514,98,49051
States,New York,2023,8,X,2.30016,X,X,X,X,X,X,1275,120,55431
States,Colorado,2023,9,X,3.11555,X,X,X,X,X,X,1586,98,50906
States,New York,2023,9,X,2.15804,X,X,X,X,X,X,1182,121,54772
States,Colorado,2023,10,X,3.07529,X,X,X,X,X,X,1595,98,51865
States,New York,2023,10,X,2.20548,X,X,X,X,X,X,1244,120,56405
States,Colorado,2023,11,X,3.17343,X,X,X,X,X,X,1583,98,49883
States,New York,2023,11,X,2.33188,X,X,X,X,X,X,1291,122,55363
States,Colorado,2023,12,X,3.14582,X,X,X,X,X,X,1549,98,49240
States,New York,2023,12,X,1.85792,X,X,X,X,X,X,1027,121,55277
