REGION,YEAR,WEEK,"Hepatitis B, perinatal infection, Current week","Hepatitis B, perinatal infection, Current week, flag","Hepatitis B, perinatal infection, Previous 52 weeks Max† ","Hepatitis B, perinatal infection, Previous 52 weeks Max† , flag","Hepatitis B, perinatal infection, Cum 2019†","Hepatitis B, perinatal infection, Cum 2019†, flag","Hepatitis B, perinatal infection, Cum 2018†","Hepatitis B, perinatal infection, Cum 2018†, flag","Hepatitis C (viral, acute)§, Confirmed, Current week","Hepatitis C (viral, acute)§, Confirmed, Current week, flag","Hepatitis C (viral, acute), Confirmed, Previous 52 weeks Max","Hepatitis C (viral, acute)§, Previous 52 weeks Max† , flag","Hepatitis C (viral, acute)§, Confirmed, Cum 2019†","Hepatitis C (viral, acute)§, Confirmed, Cum 2019†, flag","Hepatitis C (viral, acute)§, Confirmed, Cum 2018†","Hepatitis C (viral, acute)§, Confirmed, Cum 2018†, flag","Hepatitis C (viral, acute)§,  Probable, Current week","Hepatitis C (viral, acute)§, Probable, Current week, flag","Hepatitis C (viral, acute)§, Probable, Previous 52 weeks Max† ","Hepatitis C (viral, acute)§, Probable, Previous 52 weeks Max† , flag","Hepatitis C (viral, acute)§, Probable, Cum 2019†","Hepatitis C (viral, acute)§, Probable, Cum 2019†, flag","Hepatitis C (viral, acute)§, Probable, Cum 2018†","Hepatitis C (viral, acute)§, Probable, Cum 2018†, flag",Location 1,Location 2,,,,
US TERRITORIES,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20201263,,,
AMERICAN SAMOA,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20201264,,,
NORTHERN MARIANA ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20201265,POINT (145.725693 15.1834),,
GUAM,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20201266,POINT (144.653198 13.3532),,
PUERTO RICO,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20201267,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20201268,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,12,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20201269,,,
TOTAL,2020,12,1,,2,,4,,9,,9,,113,,479,,918,,8,,24,,205,,,NP,,TOTAL,20201270,,,
US RESIDENTS,2020,13,,-,2,,4,,8,,3,,113,,505,,1001,,1,,25,,208,,,NP,,US RESIDENTS,20201301,,,
NEW ENGLAND,2020,13,,-,1,,,-,1,,1,,7,,25,,61,,,-,2,,9,,,NP,,NEW ENGLAND,20201302,,,
CONNECTICUT,2020,13,,-,0,,,-,,-,,-,1,,1,,2,,,-,0,,,-,,NP,CONNECTICUT,,20201303,POINT (-72.738288 41.575155),1043,24
MAINE,2020,13,,-,1,,,-,,-,1,,4,,22,,13,,,-,2,,6,,,NP,MAINE,,20201304,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,13,,-,0,,,-,1,,,-,6,,1,,40,,,-,0,,,-,,NP,MASSACHUSETTS,,20201305,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,13,,-,0,,,-,,-,,-,1,,1,,6,,,-,2,,3,,,NP,NEW HAMPSHIRE,,20201306,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,RHODE ISLAND,,20201307,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,13,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20201308,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,13,,-,1,,1,,1,,2,,16,,46,,124,,,-,8,,27,,,NP,,MIDDLE ATLANTIC,20201309,,,
NEW JERSEY,2020,13,,-,0,,,-,,-,,-,4,,2,,20,,,-,1,,1,,,NP,NEW JERSEY,,20201310,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,13,,-,1,,1,,,-,2,,14,,26,,50,,,-,3,,7,,,NP,NEW YORK,,20201311,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,13,,-,1,,,-,,-,,-,7,,14,,,-,,-,4,,11,,,NP,,NEW YORK CITY,20201312,,,
PENNSYLVANIA,2020,13,,-,1,,,-,1,,,-,8,,4,,54,,,-,2,,8,,,NP,PENNSYLVANIA,,20201313,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,13,,-,1,,1,,,-,,-,37,,78,,256,,,-,6,,25,,,NP,,EAST NORTH CENTRAL,20201314,,,
ILLINOIS,2020,13,,-,0,,,-,,-,,-,4,,6,,30,,,-,1,,1,,,NP,ILLINOIS,,20201315,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,13,,-,0,,,-,,-,,-,22,,1,,59,,,-,0,,,-,,NP,INDIANA,,20201316,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,13,,-,0,,,-,,-,,-,5,,21,,34,,,-,1,,5,,,NP,MICHIGAN,,20201317,POINT (-85.730977 44.874798),1262,50
OHIO,2020,13,,-,1,,1,,,-,,-,11,,48,,107,,,-,4,,19,,,NP,OHIO,,20201318,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,13,,-,0,,,-,,-,,-,6,,2,,26,,,-,0,,,-,,NP,WISCONSIN,,20201319,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,13,,-,1,,,-,,-,,-,7,,24,,49,,,-,1,,1,,,NP,,WEST NORTH CENTRAL,20201320,,,
IOWA,2020,13,,-,0,,,-,,-,,-,2,,4,,4,,,-,0,,,-,,NP,IOWA,,20201321,POINT (-93.500061 42.074659),299,16
KANSAS,2020,13,,-,0,,,-,,-,,-,2,,,-,6,,,-,0,,,-,,NP,KANSAS,,20201322,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,13,,-,0,,,-,,-,,-,5,,13,,19,,,-,0,,,-,,NP,MINNESOTA,,20201323,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,13,,-,1,,,-,,-,,-,3,,6,,15,,,-,0,,,-,,NP,MISSOURI,,20201324,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,13,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20201325,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20201326,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,13,,-,0,,,-,,-,,-,2,,1,,4,,,-,0,,,-,,NP,SOUTH DAKOTA,,20201327,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,13,,-,1,,1,,3,,,-,45,,189,,237,,,-,11,,64,,,NP,,SOUTH ATLANTIC,20201328,,,
DELAWARE,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20201329,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,13,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20201330,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,13,,-,1,,,-,,-,,-,35,,136,,136,,,-,8,,48,,,NP,FLORIDA,,20201331,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,13,,-,0,,,-,,-,,-,5,,5,,22,,,-,0,,,-,,NP,GEORGIA,,20201332,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,13,,-,1,,1,,,-,,-,3,,15,,8,,,-,1,,2,,,NP,MARYLAND,,20201333,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,13,,-,0,,,-,1,,,-,8,,5,,39,,,-,1,,1,,,NP,NORTH CAROLINA,,20201334,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,13,,-,0,,,-,,-,,-,2,,1,,4,,,-,1,,2,,,NP,SOUTH CAROLINA,,20201335,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,13,,-,0,,,-,2,,,-,5,,17,,19,,,-,3,,6,,,NP,VIRGINIA,,20201336,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,13,,-,0,,,-,,-,,-,5,,10,,9,,,-,4,,5,,,NP,WEST VIRGINIA,,20201337,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,13,,-,1,,,-,,-,,-,13,,72,,103,,,-,9,,48,,,NP,,EAST SOUTH CENTRAL,20201338,,,
ALABAMA,2020,13,,-,0,,,-,,-,,-,4,,,-,9,,,-,1,,1,,,NP,ALABAMA,,20201339,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,13,,-,0,,,-,,-,,-,9,,20,,46,,,-,4,,21,,,NP,KENTUCKY,,20201340,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,13,,-,0,,,-,,-,,-,4,,22,,,-,,-,2,,6,,,NP,MISSISSIPPI,,20201341,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,13,,-,1,,,-,,-,,-,9,,30,,48,,,-,5,,20,,,NP,TENNESSEE,,20201342,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,13,,-,0,,,-,1,,,-,11,,18,,32,,,-,2,,10,,,NP,,WEST SOUTH CENTRAL,20201343,,,
ARKANSAS,2020,13,,-,0,,,-,,-,,-,7,,11,,12,,,-,1,,5,,,NP,ARKANSAS,,20201344,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,13,,-,0,,,-,,-,,-,2,,,-,2,,,-,2,,3,,,NP,LOUISIANA,,20201345,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,13,,-,0,,,-,,-,,-,5,,1,,2,,,-,1,,1,,,NP,OKLAHOMA,,20201346,POINT (-97.508297 35.583449),712,20
TEXAS,2020,13,,-,0,,,-,1,,,-,4,,6,,16,,,-,1,,1,,,NP,TEXAS,,20201347,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,13,,-,1,,1,,1,,,-,9,,23,,74,,1,,5,,17,,,NP,,MOUNTAIN,20201348,,,
ARIZONA,2020,13,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20201349,POINT (-111.664616 34.293239),987,7
COLORADO,2020,13,,-,1,,1,,1,,,-,3,,1,,8,,,-,0,,,-,,NP,COLORADO,,20201350,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,13,,-,0,,,-,,-,,-,2,,1,,7,,,-,0,,,-,,NP,IDAHO,,20201351,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,13,,-,0,,,-,,-,,-,2,,3,,6,,,-,0,,,-,,NP,MONTANA,,20201352,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,13,,-,0,,,-,,-,,-,2,,1,,6,,,-,0,,,-,,NP,NEVADA,,20201353,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,13,,-,0,,,-,,-,,-,1,,1,,7,,,-,0,,,-,,NP,NEW MEXICO,,20201354,POINT (-106.108388 34.421369),616,11
UTAH,2020,13,,-,0,,,-,,-,,-,7,,16,,39,,1,,5,,17,,,NP,UTAH,,20201355,POINT (-111.678222 39.323779),900,13
WYOMING,2020,13,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20201356,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,13,,-,1,,,-,1,,,-,14,,30,,65,,,-,3,,7,,,NP,,PACIFIC,20201357,,,
ALASKA,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,ALASKA,,20201358,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,13,,-,1,,,-,1,,,-,10,,12,,44,,,-,1,,2,,,NP,CALIFORNIA,,20201359,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,13,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20201360,POINT (-157.854309 21.361013),1657,4
OREGON,2020,13,,-,0,,,-,,-,,-,3,,12,,7,,,-,2,,4,,,NP,OREGON,,20201361,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,13,,-,0,,,-,,-,,-,4,,6,,14,,,-,1,,1,,,NP,WASHINGTON,,20201362,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20201363,,,
AMERICAN SAMOA,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20201364,,,
NORTHERN MARIANA ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTHERN MARIANA ISLANDS,,20201365,POINT (145.725693 15.1834),,
GUAM,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,GUAM,,20201366,POINT (144.653198 13.3532),,
PUERTO RICO,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,PUERTO RICO,,20201367,POINT (-66.414655 18.215692),3087,
U.S. VIRGIN ISLANDS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,VIRGIN ISLANDS,,20201368,POINT (-64.840836 18.060868),,
NON-US RESIDENTS,2020,13,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,NON-US RESIDENTS,20201369,,,
TOTAL,2020,13,,-,2,,4,,8,,3,,113,,505,,1001,,1,,25,,208,,,NP,,TOTAL,20201370,,,
US RESIDENTS,2020,14,,-,2,,4,,8,,13,,112,,556,,1099,,8,,25,,229,,,NP,,US RESIDENTS,20201401,,,
NEW ENGLAND,2020,14,,-,1,,,-,1,,2,,7,,30,,67,,2,,2,,11,,,NP,,NEW ENGLAND,20201402,,,
CONNECTICUT,2020,14,,-,0,,,-,,-,,-,1,,1,,2,,,-,0,,,-,,NP,CONNECTICUT,,20201403,POINT (-72.738288 41.575155),1043,24
MAINE,2020,14,,-,1,,,-,,-,2,,5,,27,,15,,2,,2,,8,,,NP,MAINE,,20201404,POINT (-69.06137 45.117911),1725,49
MASSACHUSETTS,2020,14,,-,0,,,-,1,,,-,7,,1,,44,,,-,0,,,-,,NP,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077),1916,25
NEW HAMPSHIRE,2020,14,,-,0,,,-,,-,,-,1,,1,,6,,,-,2,,3,,,NP,NEW HAMPSHIRE,,20201406,POINT (-71.57139 43.680429),2405,26
RHODE ISLAND,2020,14,,U,,NC,,U,,U,,U,,NC,,U,,U,,U,,NC,,U,,U,RHODE ISLAND,,20201407,POINT (-71.534637 41.572574),2703,27
VERMONT,2020,14,,-,0,,,-,,-,,-,2,,,-,,-,,-,0,,,-,,NP,VERMONT,,20201408,POINT (-72.662695 44.075252),905,28
MIDDLE ATLANTIC,2020,14,,-,1,,1,,1,,3,,17,,65,,137,,,-,8,,27,,,NP,,MIDDLE ATLANTIC,20201409,,,
NEW JERSEY,2020,14,,-,0,,,-,,-,,-,4,,2,,21,,,-,1,,1,,,NP,NEW JERSEY,,20201410,POINT (-74.655514 40.110253),2447,46
NEW YORK,2020,14,,-,1,,1,,,-,3,,14,,29,,55,,,-,3,,7,,,NP,NEW YORK,,20201411,POINT (-75.59655 42.921241),2092,47
NEW YORK CITY,2020,14,,-,1,,,-,,-,,-,7,,14,,,-,,-,4,,11,,,NP,,NEW YORK CITY,20201412,,,
PENNSYLVANIA,2020,14,,-,1,,,-,1,,,-,9,,20,,61,,,-,2,,8,,,NP,PENNSYLVANIA,,20201413,POINT (-77.838886 40.896694),2495,48
EAST NORTH CENTRAL,2020,14,,-,1,,1,,,-,,-,37,,84,,280,,,-,6,,25,,,NP,,EAST NORTH CENTRAL,20201414,,,
ILLINOIS,2020,14,,-,0,,,-,,-,,-,4,,6,,32,,,-,1,,1,,,NP,ILLINOIS,,20201415,POINT (-89.148632 40.124144),1721,34
INDIANA,2020,14,,-,0,,,-,,-,,-,22,,1,,64,,,-,0,,,-,,NP,INDIANA,,20201416,POINT (-86.2818 39.919991),1904,35
MICHIGAN,2020,14,,-,0,,,-,,-,,-,6,,26,,37,,,-,1,,5,,,NP,MICHIGAN,,20201417,POINT (-85.730977 44.874798),1262,50
OHIO,2020,14,,-,1,,1,,,-,,-,11,,49,,118,,,-,4,,19,,,NP,OHIO,,20201418,POINT (-82.70936 40.415534),592,38
WISCONSIN,2020,14,,-,0,,,-,,-,,-,8,,2,,29,,,-,0,,,-,,NP,WISCONSIN,,20201419,POINT (-89.732969 44.639954),881,41
WEST NORTH CENTRAL,2020,14,,-,1,,,-,,-,,-,7,,27,,52,,,-,1,,2,,,NP,,WEST NORTH CENTRAL,20201420,,,
IOWA,2020,14,,-,0,,,-,,-,,-,2,,4,,4,,,-,0,,,-,,NP,IOWA,,20201421,POINT (-93.500061 42.074659),299,16
KANSAS,2020,14,,-,0,,,-,,-,,-,2,,,-,6,,,-,0,,,-,,NP,KANSAS,,20201422,POINT (-98.38018 38.484729),1287,17
MINNESOTA,2020,14,,-,1,,,-,,-,,-,5,,16,,20,,,-,1,,1,,,NP,MINNESOTA,,20201423,POINT (-94.198308 46.349153),1400,1
MISSOURI,2020,14,,-,1,,,-,,-,,-,3,,6,,16,,,-,0,,,-,,NP,MISSOURI,,20201424,POINT (-92.477244 38.3675),2124,18
NEBRASKA,2020,14,,-,0,,,-,,-,,-,1,,,-,1,,,-,1,,1,,,NP,NEBRASKA,,20201425,POINT (-99.810595 41.527099),2243,19
NORTH DAKOTA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,NORTH DAKOTA,,20201426,POINT (-100.46931 47.446305),568,3
SOUTH DAKOTA,2020,14,,-,0,,,-,,-,,-,2,,1,,5,,,-,0,,,-,,NP,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614),2679,21
SOUTH ATLANTIC,2020,14,,-,1,,1,,3,,,-,45,,190,,265,,4,,11,,69,,,NP,,SOUTH ATLANTIC,20201428,,,
DELAWARE,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,DELAWARE,,20201429,POINT (-75.452394 38.994926),1046,43
DISTRICT OF COLUMBIA,2020,14,,U,,NC,,U,,U,,-,0,,,-,,-,,-,0,,,-,,NP,DISTRICT OF COLUMBIA,,20201430,POINT (-77.016275 38.904785),1049,44
FLORIDA,2020,14,,-,1,,,-,,-,,-,35,,136,,151,,,-,8,,48,,,NP,FLORIDA,,20201431,POINT (-82.420978 28.260731),1080,30
GEORGIA,2020,14,,-,0,,,-,,-,,-,5,,5,,23,,,-,0,,,-,,NP,GEORGIA,,20201432,POINT (-83.426574 32.638481),1611,31
MARYLAND,2020,14,,-,1,,1,,,-,,-,3,,15,,9,,3,,1,,6,,,NP,MARYLAND,,20201433,POINT (-76.687282 38.946466),418,45
NORTH CAROLINA,2020,14,,-,0,,,-,1,,,-,8,,6,,44,,,-,1,,1,,,NP,NORTH CAROLINA,,20201434,POINT (-79.130883 35.52603),2390,37
SOUTH CAROLINA,2020,14,,-,0,,,-,,-,,-,2,,1,,4,,,-,1,,2,,,NP,SOUTH CAROLINA,,20201435,POINT (-80.864614 33.878572),2581,33
VIRGINIA,2020,14,,-,0,,,-,2,,,-,5,,17,,23,,1,,3,,7,,,NP,VIRGINIA,,20201436,POINT (-78.666382 37.510861),2758,40
WEST VIRGINIA,2020,14,,-,0,,,-,,-,,-,5,,10,,11,,,-,4,,5,,,NP,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579),2749,42
EAST SOUTH CENTRAL,2020,14,,-,1,,,-,,-,6,,13,,86,,111,,1,,9,,57,,,NP,,EAST SOUTH CENTRAL,20201438,,,
ALABAMA,2020,14,,-,0,,,-,,-,,-,4,,,-,9,,,-,1,,1,,,NP,ALABAMA,,20201439,POINT (-86.844516 32.756889),94,29
KENTUCKY,2020,14,,-,0,,,-,,-,6,,8,,33,,47,,1,,6,,30,,,NP,KENTUCKY,,20201440,POINT (-85.290484 37.526683),1429,36
MISSISSIPPI,2020,14,,-,0,,,-,,-,,-,4,,22,,,-,,-,2,,6,,,NP,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378),494,32
TENNESSEE,2020,14,,-,1,,,-,,-,,-,9,,31,,55,,,-,5,,20,,,NP,TENNESSEE,,20201442,POINT (-86.343226 35.842998),2108,39
WEST SOUTH CENTRAL,2020,14,,-,0,,,-,1,,1,,11,,19,,33,,,-,2,,10,,,NP,,WEST SOUTH CENTRAL,20201443,,,
ARKANSAS,2020,14,,-,0,,,-,,-,1,,7,,12,,12,,,-,1,,5,,,NP,ARKANSAS,,20201444,POINT (-92.439162 34.899825),998,15
LOUISIANA,2020,14,,-,0,,,-,,-,,-,2,,,-,2,,,-,2,,3,,,NP,LOUISIANA,,20201445,POINT (-91.840238 30.921314),1537,22
OKLAHOMA,2020,14,,-,0,,,-,,-,,-,5,,1,,2,,,-,1,,1,,,NP,OKLAHOMA,,20201446,POINT (-97.508297 35.583449),712,20
TEXAS,2020,14,,-,0,,,-,1,,,-,4,,6,,17,,,-,1,,1,,,NP,TEXAS,,20201447,POINT (-99.317341 31.447238),3109,23
MOUNTAIN,2020,14,,-,1,,1,,1,,,-,10,,24,,82,,1,,5,,21,,,NP,,MOUNTAIN,20201448,,,
ARIZONA,2020,14,,-,1,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,ARIZONA,,20201449,POINT (-111.664616 34.293239),987,7
COLORADO,2020,14,,-,1,,1,,1,,,-,3,,1,,8,,,-,0,,,-,,NP,COLORADO,,20201450,POINT (-105.547832 38.998552),1062,9
IDAHO,2020,14,,-,0,,,-,,-,,-,2,,1,,8,,,-,0,,,-,,NP,IDAHO,,20201451,POINT (-114.659366 44.389073),1730,5
MONTANA,2020,14,,-,0,,,-,,-,,-,2,,3,,7,,,-,0,,,-,,NP,MONTANA,,20201452,POINT (-109.645127 47.033521),2283,2
NEVADA,2020,14,,-,0,,,-,,-,,-,2,,1,,7,,,-,0,,,-,,NP,NEVADA,,20201453,POINT (-114.916992 39.283294),2404,10
NEW MEXICO,2020,14,,-,0,,,-,,-,,-,1,,1,,8,,,-,0,,,-,,NP,NEW MEXICO,,20201454,POINT (-106.108388 34.421369),616,11
UTAH,2020,14,,-,0,,,-,,-,,-,8,,17,,43,,1,,5,,21,,,NP,UTAH,,20201455,POINT (-111.678222 39.323779),900,13
WYOMING,2020,14,,-,0,,,-,,-,,-,1,,,-,1,,,-,0,,,-,,NP,WYOMING,,20201456,POINT (-107.55145 42.999627),3084,14
PACIFIC,2020,14,,-,1,,,-,1,,1,,14,,31,,72,,,-,3,,7,,,NP,,PACIFIC,20201457,,,
ALASKA,2020,14,,-,0,,,-,,-,1,,1,,1,,,-,,-,0,,,-,,NP,ALASKA,,20201458,POINT (-151.631889 63.631126),1671,51
CALIFORNIA,2020,14,,-,1,,,-,1,,,-,10,,12,,49,,,-,1,,2,,,NP,CALIFORNIA,,20201459,POINT (-119.662127 37.211164),1196,8
HAWAII,2020,14,,-,0,,,-,,-,,-,1,,,-,,-,,-,0,,,-,,NP,HAWAII,,20201460,POINT (-157.854309 21.361013),1657,4
OREGON,2020,14,,-,0,,,-,,-,,-,3,,12,,7,,,-,2,,4,,,NP,OREGON,,20201461,POINT (-120.605279 43.940449),719,12
WASHINGTON,2020,14,,-,0,,,-,,-,,-,4,,6,,16,,,-,1,,1,,,NP,WASHINGTON,,20201462,POINT (-120.592492 47.411715),2956,6
US TERRITORIES,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,US TERRITORIES,20201463,,,
AMERICAN SAMOA,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,NP,,AMERICAN SAMOA,20201464,,,
